Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
588.0,3.79207920792,1.20792079208,5.0,4.96302757881,0.0369724211859
421.0,3.59433962264,1.40566037736,5.0,4.94906689775,0.0509331022523
234.0,3.775,1.225,5.0,4.88888888889,0.111111111111
298.0,3.76804123711,1.23195876289,5.0,4.88888888889,0.111111111111
288.0,3.44142259414,1.55857740586,5.0,4.88888888889,0.111111111111
207.0,3.81818181818,1.18181818182,5.0,4.88888888889,0.111111111111
633.0,4.05797101449,0.942028985507,5.0,4.84210526316,0.157894736842
625.0,3.32926829268,1.67073170732,5.0,4.84210526316,0.157894736842
676.0,3.33766233766,1.66233766234,5.0,4.84210526316,0.157894736842
928.0,3.11538461538,1.88461538462,5.0,4.84210526316,0.157894736842
174.0,4.25238095238,0.747619047619,5.0,4.83333333333,0.166666666667
172.0,4.20435967302,0.795640326975,5.0,4.83333333333,0.166666666667
143.0,3.76576576577,1.23423423423,5.0,4.83333333333,0.166666666667
133.0,3.87134502924,1.12865497076,5.0,4.83333333333,0.166666666667
121.0,3.43822843823,1.56177156177,5.0,4.83333333333,0.166666666667
118.0,3.21501706485,1.78498293515,5.0,4.83333333333,0.166666666667
38.0,3.00833333333,1.99166666667,5.0,4.83333333333,0.166666666667
27.0,3.10526315789,1.89473684211,5.0,4.83333333333,0.166666666667
197.0,4.10460251046,0.89539748954,5.0,4.83333333333,0.166666666667
15.0,3.77815699659,1.22184300341,5.0,4.83333333333,0.166666666667
406.0,2.44897959184,1.55102040816,4.0,4.88888888889,0.888888888889
568.0,3.64782608696,0.352173913043,4.0,4.95284311417,0.952843114172
427.0,4.29223744292,0.292237442922,4.0,4.99833942389,0.998339423894
Average:,3.61573246886,1.27924470009,4.86956521739,4.86997721065,0.246550739516
