Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
702.0,3.01886792453,0.0188679245283,3.0,2.99665705484,0.00334294516313
210.0,3.93051359517,0.0694864048338,4.0,3.9940607573,0.00593924269705
182.0,3.95132743363,0.0486725663717,4.0,4.01473109981,0.0147310998128
79.0,4.04464285714,0.0446428571429,4.0,3.97945837519,0.0205416248073
633.0,4.05797101449,0.0579710144928,4.0,3.97850835454,0.0214916454594
869.0,3.0,0.0,3.0,2.9765491537,0.0234508463049
48.0,4.09401709402,0.0940170940171,4.0,4.02778382293,0.0277838229308
209.0,3.9057591623,0.0942408376963,4.0,3.96947698786,0.0305230121366
1039.0,4.01111111111,0.0111111111111,4.0,4.05410923377,0.0541092337718
238.0,3.875,0.125,4.0,3.93892988713,0.0610701128691
494.0,4.0,0.0,4.0,3.92954266579,0.0704573342105
505.0,4.0,0.0,4.0,3.92954266579,0.0704573342105
181.0,4.00788954635,0.00788954635108,4.0,4.07090325879,0.070903258792
482.0,3.984375,0.015625,4.0,3.91634488249,0.0836551175066
317.0,3.91176470588,0.0882352941176,4.0,3.9026048948,0.0973951052026
204.0,3.83428571429,0.165714285714,4.0,3.89849629617,0.101503703833
168.0,4.0664556962,0.0664556962025,4.0,4.12906563855,0.129065638553
723.0,3.14705882353,0.147058823529,3.0,3.13327250083,0.13327250083
531.0,3.92248062016,0.077519379845,4.0,3.8640652913,0.135934708703
1035.0,3.16176470588,0.161764705882,3.0,3.14894483554,0.148944835543
284.0,3.16062176166,0.160621761658,3.0,3.1633535481,0.163353548098
197.0,4.10460251046,0.10460251046,4.0,4.16694945887,0.166949458868
423.0,3.83333333333,0.166666666667,4.0,3.82541519578,0.174584804216
1.0,3.87831858407,0.121681415929,4.0,3.81666710033,0.183332899666
506.0,3.85555555556,0.144444444444,4.0,3.80753649132,0.192463508682
190.0,4.13709677419,0.137096774194,4.0,4.19921969879,0.199219698795
69.0,3.85358255452,0.146417445483,4.0,3.7924565043,0.2075434957
98.0,4.28974358974,0.289743589744,4.0,4.21935276939,0.219352769389
815.0,3.23214285714,0.232142857143,3.0,3.22394815167,0.223948151672
237.0,3.7109375,0.2890625,4.0,3.77599847618,0.224001523824
191.0,4.16304347826,0.163043478261,4.0,4.22498751961,0.224987519615
507.0,3.81632653061,0.183673469388,4.0,3.77440137643,0.22559862357
77.0,3.27814569536,0.278145695364,3.0,3.22924286042,0.229242860424
462.0,3.80405405405,0.195945945946,4.0,3.76403532932,0.235964670681
684.0,3.79289940828,0.207100591716,4.0,3.75461346707,0.245386532929
966.0,4.19230769231,0.192307692308,4.0,4.24721382969,0.247213829694
71.0,3.78181818182,0.218181818182,4.0,3.72221652366,0.277783476343
15.0,3.77815699659,0.221843003413,4.0,3.71863310796,0.281366892042
50.0,4.35849056604,0.358490566038,4.0,4.28663944804,0.286639448037
686.0,3.68,0.32,4.0,3.70123791085,0.298762089154
276.0,3.69798657718,0.302013422819,4.0,3.69221115982,0.30778884018
433.0,3.69005847953,0.309941520468,4.0,3.68440857456,0.315591425439
602.0,3.7,0.3,4.0,3.6761452265,0.323854773497
553.0,3.28571428571,0.285714285714,3.0,3.32621542939,0.326215429393
732.0,3.65,0.35,4.0,3.66926634803,0.33073365197
99.0,3.70930232558,0.290697674419,4.0,3.65124102221,0.348758977791
692.0,3.62804878049,0.371951219512,4.0,3.64587252158,0.35412747842
568.0,3.64782608696,0.352173913043,4.0,3.63207610663,0.367923893373
605.0,3.35483870968,0.354838709677,3.0,3.38460193614,0.384601936141
685.0,3.35668789809,0.356687898089,3.0,3.38616386817,0.386163868169
770.0,3.38596491228,0.385964912281,3.0,3.38787920161,0.387879201613
25.0,3.44368600683,0.443686006826,3.0,3.39126682629,0.391266826292
471.0,3.61085972851,0.389140271493,4.0,3.60085217139,0.399147828609
924.0,3.4,0.4,3.0,3.4028366579,0.402836657901
591.0,3.60112359551,0.398876404494,4.0,3.59262846749,0.407371532513
508.0,3.59534883721,0.404651162791,4.0,3.58775077094,0.412249229062
73.0,3.46875,0.46875,3.0,3.41579841947,0.415798419465
340.0,3.5873015873,0.412698412698,4.0,3.58327846138,0.416721538619
609.0,3.58333333333,0.416666666667,4.0,3.57760177789,0.422398222108
418.0,3.58139534884,0.418604651163,4.0,3.57746572657,0.422534273429
111.0,3.48529411765,0.485294117647,3.0,3.43199111313,0.431991113132
