Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
372.0,2.89743589744,0.102564102564,3.0,2.99329367883,0.00670632116891
171.0,4.20435967302,0.204359673025,4.0,3.9906302154,0.00936978459533
37.0,3.00833333333,0.00833333333333,3.0,2.98874343459,0.0112565654139
21.0,4.15100671141,0.151006711409,4.0,4.01302805379,0.013028053788
22.0,4.11475409836,0.114754098361,4.0,3.98053145882,0.0194685411832
173.0,4.2541567696,0.254156769596,4.0,4.02992241001,0.0299224100144
795.0,3.08333333333,0.0833333333333,3.0,2.94775971014,0.0522402898597
52.0,2.953125,0.046875,3.0,2.93925506129,0.0607449387059
824.0,3.03614457831,0.0361445783133,3.0,2.93617892044,0.0638210795616
215.0,3.91034482759,0.0896551724138,4.0,3.91543760325,0.0845623967485
61.0,3.14173228346,0.141732283465,3.0,3.10832134325,0.108321343251
1043.0,3.225,0.225,3.0,3.11103254778,0.111032547778
95.0,4.0,0.0,4.0,3.87766666806,0.122333331942
525.0,3.83064516129,0.16935483871,4.0,3.8759458696,0.1240541304
654.0,3.88105726872,0.118942731278,4.0,3.84072562337,0.15927437663
180.0,4.00787401575,0.00787401574803,4.0,3.8355940142,0.164405985805
27.0,3.93115942029,0.0688405797101,4.0,3.81595844213,0.184041557868
49.0,4.3595890411,0.359589041096,4.0,4.19999983088,0.19999983088
426.0,4.29223744292,0.292237442922,4.0,4.2011474993,0.201147499299
194.0,3.93377483444,0.0662251655629,4.0,3.79679992862,0.203200071376
721.0,2.93103448276,0.0689655172414,3.0,2.77223313012,0.227766869876
216.0,3.15833333333,0.158333333333,3.0,3.23081254973,0.230812549727
192.0,3.91719745223,0.0828025477707,4.0,3.76404604402,0.23595395598
209.0,3.93072289157,0.0692771084337,4.0,3.76171558724,0.238284412761
10.0,3.84745762712,0.152542372881,4.0,3.74092872586,0.259071274137
469.0,3.66666666667,0.333333333333,4.0,3.73499138913,0.265008610872
236.0,3.70909090909,0.290909090909,4.0,3.732217698,0.267782301996
830.0,2.46153846154,0.461538461538,2.0,2.27393724131,0.27393724131
199.0,3.82524271845,0.174757281553,4.0,3.69148953885,0.308510461154
72.0,3.46875,0.46875,3.0,3.3172281257,0.317228125705
731.0,3.65,0.35,4.0,3.64365597878,0.356344021222
764.0,2.8125,0.1875,3.0,2.63562046171,0.364379538285
624.0,3.32926829268,0.329268292683,3.0,3.37338763607,0.373387636069
120.0,3.43720930233,0.437209302326,3.0,3.38531336491,0.385313364913
116.0,3.69312169312,0.306878306878,4.0,3.60691355546,0.393086444538
384.0,3.5625,0.4375,4.0,3.59876254506,0.401237454942
1187.0,2.77272727273,0.227272727273,3.0,2.58978183083,0.410218169173
405.0,2.44897959184,0.551020408163,3.0,2.585022762,0.414977237997
565.0,3.56983240223,0.430167597765,4.0,3.58017444162,0.419825558381
187.0,3.68235294118,0.317647058824,4.0,3.57874294672,0.42125705328
57.0,3.64571428571,0.354285714286,4.0,3.5600873712,0.439912628798
430.0,3.53594771242,0.464052287582,4.0,3.55104745847,0.448952541526
30.0,3.62987012987,0.37012987013,4.0,3.54588477801,0.454115221986
366.0,3.45882352941,0.541176470588,4.0,3.5043763425,0.495623657504
217.0,3.45614035088,0.543859649123,4.0,3.50193359892,0.498066401081
150.0,3.62996941896,0.37003058104,4.0,3.47647975761,0.523520242387
402.0,3.42786069652,0.572139303483,4.0,3.47618803515,0.52381196485
411.0,2.39784946237,0.397849462366,2.0,2.53847431441,0.538474314414
273.0,3.5,0.5,3.0,3.54186306124,0.541863061244
355.0,3.38144329897,0.618556701031,4.0,3.43393001978,0.566069980218
160.0,3.48181818182,0.518181818182,4.0,3.42051181814,0.579488181864
225.0,3.35542168675,0.644578313253,4.0,3.41024015893,0.589759841073
793.0,3.65217391304,0.652173913043,3.0,3.60335652623,0.603356526231
23.0,3.44827586207,0.551724137931,4.0,3.38310491545,0.616895084555
404.0,3.31395348837,0.686046511628,4.0,3.37248785361,0.627512146389
110.0,3.48529411765,0.514705882353,4.0,3.36232430507,0.637675694929
203.0,3.83475783476,0.834757834758,3.0,3.63806721635,0.638067216347
67.0,3.41791044776,0.582089552239,4.0,3.35588556526,0.644114434745
567.0,3.64782608696,0.647826086957,3.0,3.64721713118,0.647217131182
75.0,3.40740740741,0.592592592593,4.0,3.34647071155,0.653529288452
1046.0,2.83582089552,0.835820895522,2.0,2.66249812375,0.662498123749
79.0,2.76470588235,0.764705882353,2.0,2.68612778261,0.686127782613
684.0,3.35668789809,0.643312101911,4.0,3.30560963154,0.694390368463
762.0,3.38926174497,0.610738255034,4.0,3.30034653283,0.699653467168
580.0,3.22033898305,0.779661016949,4.0,3.27975295377,0.720247046226
231.0,3.20792079208,0.792079207921,4.0,3.27595656263,0.724043437372
1329.0,2.5,0.5,3.0,2.27545979046,0.724540209545
63.0,4.44014084507,0.55985915493,5.0,4.27220591833,0.727794081673
755.0,2.8984375,0.8984375,2.0,2.73466464631,0.734664646311
558.0,3.18248175182,0.817518248175,4.0,3.24721120876,0.752788791239
218.0,3.17117117117,0.828828828829,4.0,3.24250001127,0.757499988733
1227.0,2.45833333333,0.541666666667,3.0,2.22743836762,0.77256163238
738.0,3.32317073171,0.676829268293,4.0,3.22417570499,0.775824295006
11.0,4.38576779026,0.614232209738,5.0,4.22346628301,0.776533716995
280.0,3.14383561644,0.856164383562,4.0,3.217613948,0.782386051998
8.0,3.89632107023,0.896321070234,3.0,3.78472958286,0.784729582858
233.0,3.775,0.775,3.0,3.79222079003,0.792220790026
230.0,2.68309859155,0.683098591549,2.0,2.79816276576,0.798162765758
53.0,3.24038461538,0.759615384615,4.0,3.19675262044,0.803247379559
422.0,3.83333333333,0.833333333333,3.0,3.80667753846,0.806677538455
227.0,3.81557377049,0.815573770492,3.0,3.82915881558,0.829158815584
390.0,2.74576271186,0.745762711864,2.0,2.85521166335,0.855211663352
123.0,4.05347593583,1.05347593583,3.0,3.87157602202,0.871576022018
545.0,3.03149606299,0.968503937008,4.0,3.11742523056,0.882574769436
131.0,4.07723577236,1.07723577236,3.0,3.89032362349,0.890323623486
575.0,3.02150537634,0.978494623656,4.0,3.10883732366,0.89116267634
1027.0,3.04054054054,1.04054054054,2.0,2.89844041101,0.898440411013
568.0,2.70149253731,0.701492537313,2.0,2.90533614513,0.905336145128
26.0,3.10526315789,0.894736842105,4.0,3.07563066793,0.924369332067
97.0,4.28974358974,0.710256410256,5.0,4.06467296442,0.93532703558
126.0,4.28260869565,0.717391304348,5.0,4.05237228546,0.94762771454
540.0,2.87755102041,1.12244897959,4.0,2.98509541775,1.01490458225
93.0,3.08695652174,0.913043478261,4.0,2.97499105692,1.02500894308
99.0,4.15551181102,0.844488188976,5.0,3.97176057967,1.02823942033
784.0,3.15384615385,1.15384615385,2.0,3.0290267334,1.0290267334
40.0,3.08108108108,0.918918918919,4.0,2.969724352,1.030275648
186.0,4.18571428571,0.814285714286,5.0,3.96291549993,1.03708450007
425.0,2.84375,1.15625,4.0,2.9560403561,1.0439596439
55.0,4.06075949367,0.939240506329,5.0,3.9321310636,1.0678689364
71.0,3.19379844961,1.19379844961,2.0,3.07076343204,1.07076343204
66.0,3.02884615385,0.971153846154,4.0,2.92290131965,1.07709868035
78.0,4.04464285714,0.955357142857,5.0,3.91768422059,1.08231577941
172.0,4.17230769231,0.827692307692,5.0,3.90440954565,1.09559045435
1010.0,3.22580645161,1.22580645161,2.0,3.11196199467,1.11196199467
474.0,3.884,1.116,5.0,3.85023016219,1.14976983781
204.0,3.99264705882,1.00735294118,5.0,3.82357924635,1.17642075365
193.0,4.05809128631,0.941908713693,5.0,3.8142875594,1.1857124406
228.0,3.11111111111,1.11111111111,2.0,3.18782182862,1.18782182862
