Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
67.0,3.41791044776,0.582089552239,4.0,4.01880456094,0.0188045609418
398.0,3.30337078652,0.303370786517,3.0,3.03887286593,0.0388728659306
650.0,4.07602339181,0.0760233918129,4.0,3.9263578228,0.0736421772021
1193.0,4.06451612903,0.0645161290323,4.0,3.87157114947,0.128428850534
422.0,3.83333333333,0.833333333333,3.0,3.23438731579,0.234387315793
692.0,3.64835164835,1.64835164835,2.0,2.25160052412,0.251600524119
1135.0,3.48275862069,0.51724137931,4.0,3.74550218324,0.254497816756
430.0,3.53594771242,0.464052287582,4.0,3.74503176081,0.254968239186
122.0,3.2347826087,0.234782608696,3.0,3.35284453186,0.35284453186
457.0,3.12222222222,0.122222222222,3.0,2.63184427673,0.36815572327
731.0,3.65,0.65,3.0,3.4101716441,0.410171644103
1134.0,2.97826086957,0.0217391304348,3.0,2.53237548488,0.467624515123
946.0,3.23529411765,0.235294117647,3.0,2.49713051492,0.502869485084
510.0,4.23121387283,0.231213872832,4.0,3.4936163735,0.506383626498
796.0,3.09677419355,0.903225806452,4.0,3.47446976435,0.525530235646
941.0,3.48888888889,1.48888888889,2.0,2.52684611863,0.526846118632
287.0,3.44142259414,0.441422594142,3.0,3.58155945562,0.581559455623
22.0,4.11475409836,0.114754098361,4.0,4.58610110019,0.586101100194
386.0,3.38461538462,1.38461538462,2.0,2.58770107448,0.587701074483
575.0,3.02150537634,0.0215053763441,3.0,3.59983303027,0.599833030265
134.0,3.96538461538,0.0346153846154,4.0,3.36237833231,0.63762166769
955.0,3.60869565217,1.60869565217,2.0,2.64401662426,0.644016624256
227.0,3.81557377049,0.184426229508,4.0,3.35016299674,0.649837003264
183.0,3.43103448276,0.568965517241,4.0,3.34426981363,0.655730186373
577.0,3.15217391304,0.152173913043,3.0,3.65680490187,0.656804901872
61.0,3.14173228346,0.858267716535,4.0,3.2947307946,0.705269205398
519.0,4.10483870968,0.895161290323,5.0,4.24356132614,0.756438673865
648.0,3.4,0.6,4.0,3.23905743621,0.760942563793
684.0,3.35668789809,0.356687898089,3.0,3.79901531272,0.799015312717
95.0,4.0,1.0,3.0,3.81362927384,0.813629273837
1043.0,3.225,1.225,2.0,2.86627354059,0.866273540591
719.0,3.02325581395,1.02325581395,2.0,2.93638028646,0.936380286463
940.0,3.0652173913,0.0652173913043,3.0,2.05942323117,0.940576768832
801.0,2.7,0.7,2.0,3.02707999922,1.02707999922
52.0,2.953125,1.046875,4.0,2.94801698154,1.05198301846
231.0,3.20792079208,0.207920792079,3.0,4.07171886952,1.07171886952
283.0,3.16062176166,1.16062176166,2.0,3.09980493514,1.09980493514
26.0,3.10526315789,0.105263157895,3.0,1.85846351604,1.14153648396
120.0,3.43720930233,0.437209302326,3.0,4.14789597389,1.14789597389
228.0,3.11111111111,1.11111111111,2.0,3.23766556584,1.23766556584
63.0,4.44014084507,0.55985915493,5.0,3.53872601626,1.46127398374
46.0,3.6015037594,1.6015037594,2.0,3.54422542844,1.54422542844
659.0,3.76470588235,0.235294117647,4.0,2.44804530234,1.55195469766
96.0,3.79377431907,1.79377431907,2.0,3.55895390805,1.55895390805
11.0,4.38576779026,0.385767790262,4.0,5.62867243442,1.62867243442
1003.0,3.11111111111,0.888888888889,4.0,2.35494932002,1.64505067998
734.0,3.85401459854,0.14598540146,4.0,2.34195786117,1.65804213883
173.0,4.2541567696,1.2541567696,3.0,4.70370864697,1.70370864697
270.0,3.23113207547,1.76886792453,5.0,3.22841772281,1.77158227719
317.0,4.46644295302,0.53355704698,5.0,3.15189500991,1.84810499009
209.0,3.93072289157,0.930722891566,3.0,4.93085471582,1.93085471582
549.0,3.28476821192,2.28476821192,1.0,2.96264371057,1.96264371057
3.0,3.55023923445,1.55023923445,2.0,3.98724134745,1.98724134745
509.0,3.94214876033,0.0578512396694,4.0,6.03156569472,2.03156569472
143.0,3.86885245902,1.86885245902,2.0,4.09779680566,2.09779680566
16.0,3.11956521739,1.11956521739,2.0,4.13392810757,2.13392810757
402.0,3.42786069652,1.42786069652,2.0,4.14203446104,2.14203446104
69.0,3.66135458167,0.338645418327,4.0,1.7614861734,2.2385138266
466.0,3.79166666667,1.20833333333,5.0,2.73319156196,2.26680843804
50.0,3.45679012346,1.54320987654,5.0,2.29373274214,2.70626725786
174.0,3.81730769231,2.81730769231,1.0,3.71444320542,2.71444320542
703.0,3.04166666667,0.958333333333,4.0,0.938393460505,3.0616065395
Average:,3.53423363319,0.789571859965,3.22580645161,3.34409411131,1.10510188777
