Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
186.0,4.18571428571,0.814285714286,5.0,4.0,0.0
172.0,4.17230769231,0.172307692308,4.0,4.0,0.0
136.0,3.90058479532,1.09941520468,5.0,4.0,0.0
170.0,3.87692307692,0.123076923077,4.0,4.0,0.0
155.0,3.98657718121,1.01342281879,5.0,4.0,0.0
46.0,3.6015037594,0.601503759398,3.0,4.0,0.0
57.0,3.64571428571,0.354285714286,4.0,4.0,0.0
221.0,3.66120218579,0.661202185792,3.0,4.0,0.0
21.0,4.15100671141,0.151006711409,4.0,4.0,0.0
168.0,4.46610169492,0.466101694915,4.0,4.0,0.0
95.0,4.0,2.0,2.0,4.0,0.0
88.0,4.13768115942,0.13768115942,4.0,4.0,0.0
Average:,3.98210973568,0.632857464864,3.91666666667,4.0,0.0
