Movie ID,Average Rating,Error from Avg,User Rating,Model Prediction,Model Error
250.0,3.4797979798,0.520202020202,4.0,4.00392552387,0.00392552386575
183.0,4.03424657534,0.0342465753425,4.0,3.99467349597,0.00532650403485
271.0,3.23113207547,0.231132075472,3.0,3.15079652714,0.150796527144
156.0,3.98657718121,0.0134228187919,4.0,4.15853681214,0.158536812135
473.0,3.12598425197,0.125984251969,3.0,2.83914388844,0.160856111559
127.0,4.28260869565,0.282608695652,4.0,4.19048558678,0.190485586778
50.0,4.3595890411,0.640410958904,5.0,5.19626550052,0.196265500517
222.0,3.66120218579,0.338797814208,4.0,3.67198408887,0.328015911129
241.0,3.5503875969,0.449612403101,4.0,3.66199812581,0.338001874191
210.0,3.93072289157,0.0692771084337,4.0,3.59914958213,0.400850417869
567.0,2.80555555556,0.194444444444,3.0,2.58863236669,0.411367633305
134.0,4.2864321608,1.2864321608,3.0,3.6299687843,0.629968784302
180.0,4.04054054054,1.04054054054,3.0,3.68655826785,0.686558267849
317.0,3.90291262136,0.902912621359,3.0,3.70196306196,0.701963061961
181.0,4.00787401575,0.00787401574803,4.0,3.2423541202,0.757645879797
94.0,3.08695652174,0.0869565217391,3.0,3.79077484418,0.790774844183
182.0,3.95154185022,0.0484581497797,4.0,3.1615722603,0.8384277397
549.0,3.54838709677,1.54838709677,2.0,2.93652379592,0.936523795925
176.0,3.94385964912,0.943859649123,3.0,4.25838006935,1.25838006935
82.0,3.71374045802,1.71374045802,2.0,3.57135684672,1.57135684672
2.0,3.19696969697,1.19696969697,2.0,3.87856849214,1.87856849214
96.0,4.0,2.0,2.0,4.83894545835,2.83894545835
Average:,3.73304630189,0.621648639881,3.31818181818,3.71602534089,0.692433711036
